"MORALES DASSO JOSE RAIMUNDO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2005-03-14,2008-02-29,"Alicorp S.A.",DIRECTOR,2008-03-31,"A la actualidad","0 años, 1 meses, 2 días."
"DE OSMA BERCKEMEYER OSCAR JAVIER","AFP INTEGRA.",DIRECTOR,2001-07-12,2003-01-21,"Amérika Financiera S.A.",DIRECTOR,2010-04-20,2010-04-20,"7 años, 2 meses, 30 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","VICEPRESIDENTE DEL DIRECTORIO",2007-03-28,2008-02-29,"Banco de Crédito del Perú","GERENTE GENERAL",2008-04-01,"A la actualidad","0 años, 1 meses, 3 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,2005-03-14,2007-03-28,"Banco de Crédito del Perú","GERENTE GENERAL",2008-04-01,"A la actualidad","1 años, 0 meses, 4 días."
"LOAIZA NEGREIROS RUBEN FERNANDO","PRIMA AFP S.A.",,2005-03-14,2012-04-30,"Banco de Crédito del Perú","GERENTE DE SUBSIDIARIAS",2012-05-10,2014-01-10,"0 años, 0 meses, 10 días."
"LOAIZA NEGREIROS RUBEN FERNANDO","PRIMA AFP S.A.","GERENTE GENERAL",2005-03-14,2012-04-30,"Banco de Crédito del Perú","GERENTE DE SUBSIDIARIAS",2012-05-10,2014-01-10,"0 años, 0 meses, 10 días."
"LOAIZA NEGREIROS RUBEN FERNANDO","PRIMA AFP S.A.",DIRECTOR,2012-03-30,2012-03-30,"Banco de Crédito del Perú","GERENTE DE SUBSIDIARIAS",2012-05-10,2014-01-10,"0 años, 1 meses, 10 días."
"MORALES DASSO JOSE RAIMUNDO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2005-03-14,2008-02-29,"Banco de Crédito del Perú","VICEPRESIDENTE DEL DIRECTORIO",2009-03-31,"A la actualidad","1 años, 1 meses, 2 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.",DIRECTOR,2009-03-02,2009-03-26,"Banco de Crédito del Perú","PRESIDENTE DEL DIRECTORIO",2009-03-31,"A la actualidad","0 años, 0 meses, 5 días."
"CASTAGNOLA VASQUEZ ROSSINA FERNANDA","PRIMA AFP S.A.","GERENCIA DE RRHH",2005-07-07,2009-10-09,"Banco Falabella","GERENTE DE GESTION HUMANA",2014-07-12,2017-01-01,"4 años, 9 meses, 3 días."
