2688,16,3,2015,1,7
566351,17,3,2015,1,7
301248,18,3,2015,1,7
332265,1,3,2015,1,7
58179567,5,3,2015,1,7
31481945,7,3,2015,1,7
456261,8,3,2015,1,7
44592340,2,3,2015,1,7
21040383,9,3,2015,1,7
1246,10,3,2015,1,7
33922026,6,3,2015,1,7
29628697,15,3,2015,1,7
2688,16,3,2015,2,7
667564,17,3,2015,2,7
360553,18,3,2015,2,7
418011,1,3,2015,2,7
58354567,5,3,2015,2,7
32838831,7,3,2015,2,7
456261,8,3,2015,2,7
44592340,2,3,2015,2,7
17787662,9,3,2015,2,7
1246,10,3,2015,2,7
35520315,6,3,2015,2,7
30978697,15,3,2015,2,7
2688,16,3,2015,3,7
662564,17,3,2015,3,7
345553,18,3,2015,3,7
718011,1,3,2015,3,7
58354567,5,3,2015,3,7
31078031,7,3,2015,3,7
33261,8,3,2015,3,7
38910940,2,3,2015,3,7
15823193,9,3,2015,3,7
1238246,10,3,2015,3,7
39361015,6,3,2015,3,7
30978697,15,3,2015,3,7
2688,16,3,2015,4,7
662564,17,3,2015,4,7
345553,18,3,2015,4,7
718011,1,3,2015,4,7
58354567,5,3,2015,4,7
30833855,7,3,2015,4,7
33261,8,3,2015,4,7
38910940,2,3,2015,4,7
15823193,9,3,2015,4,7
1238246,10,3,2015,4,7
39361015,6,3,2015,4,7
31061642,15,3,2015,4,7
0,16,3,2015,5,7
655303,17,3,2015,5,7
345553,18,3,2015,5,7
718011,1,3,2015,5,7
58354567,5,3,2015,5,7
30833855,7,3,2015,5,7
33261,8,3,2015,5,7
38910940,2,3,2015,5,7
15823193,9,3,2015,5,7
2054186,10,3,2015,5,7
39361015,6,3,2015,5,7
31706477,15,3,2015,5,7
0,16,3,2015,6,7
655303,17,3,2015,6,7
345553,18,3,2015,6,7
718011,1,3,2015,6,7
58354567,5,3,2015,6,7
30833855,7,3,2015,6,7
33261,8,3,2015,6,7
38910940,2,3,2015,6,7
15823193,9,3,2015,6,7
2054186,10,3,2015,6,7
39361015,6,3,2015,6,7
31706477,15,3,2015,6,7
0,16,3,2015,7,7
655303,17,3,2015,7,7
345553,18,3,2015,7,7
718011,1,3,2015,7,7
58354567,5,3,2015,7,7
30833855,7,3,2015,7,7
33261,8,3,2015,7,7
38910940,2,3,2015,7,7
15823193,9,3,2015,7,7
2914719,10,3,2015,7,7
39361015,6,3,2015,7,7
31706477,15,3,2015,7,7
0,16,3,2015,8,7
686303,17,3,2015,8,7
345553,18,3,2015,8,7
718011,1,3,2015,8,7
58354567,5,3,2015,8,7
30687648,7,3,2015,8,7
33261,8,3,2015,8,7
38910940,2,3,2015,8,7
15823193,9,3,2015,8,7
2914719,10,3,2015,8,7
42131741,6,3,2015,8,7
31706477,15,3,2015,8,7
0,16,3,2015,9,7
686303,17,3,2015,9,7
345553,18,3,2015,9,7
718011,1,3,2015,9,7
56405151,5,3,2015,9,7
28875077,7,3,2015,9,7
33261,8,3,2015,9,7
38910940,2,3,2015,9,7
15823193,9,3,2015,9,7
2914719,10,3,2015,9,7
44457560,6,3,2015,9,7
31706477,15,3,2015,9,7
0,16,3,2015,10,7
836303,17,3,2015,10,7
496028,18,3,2015,10,7
718011,1,3,2015,10,7
55922495,5,3,2015,10,7
28789903,7,3,2015,10,7
33261,8,3,2015,10,7
38910940,2,3,2015,10,7
15823193,9,3,2015,10,7
2914719,10,3,2015,10,7
45493045,6,3,2015,10,7
31706477,15,3,2015,10,7
0,16,3,2015,11,7
1042652,17,3,2015,11,7
521028,18,3,2015,11,7
718011,1,3,2015,11,7
55922495,5,3,2015,11,7
28789903,7,3,2015,11,7
33261,8,3,2015,11,7
